"4610.0 Water Account, Australia, 2021-22",,,,,,,,,,,,,,
Released at 11:30 am (Canberra time) 19 October 2023,,,,,,,,,,,,,,
"Physical Water Supply and Use, by Water Type, Australia and state/territory (Megalitres), 2014-15 to 2021-22",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Geography Description,Geography Code,Industry,ANZSIC Division Code,Supply/Use,Product,Unit,   2014-15   ,   2015-16   ,   2016-17   ,   2017-18   ,   2018-19   ,   2019-20   ,   2020-21   ,  2021-22  
New South Wales,1,Electricity and gas supply,D,Supply,Wastewater (a),ML, na , na , na , na , na , na , na , na 
New South Wales,1,"Water supply, sewerage and drainage services",D,Supply,Wastewater (a),ML, na , na , na , na , na , na , na , na 
New South Wales,1,"Waste collection, treatment and disposal services",D,Supply,Wastewater (a),ML, na , na , na , na , na , na , na , na 
New South Wales,1,"Total Electricity, gas, water and waste services",D,Supply,Wastewater (a),ML, na , na , na , na , na , na , na , na 
New South Wales,1,Other industries,E -S,Supply,Wastewater (a),ML, na , na , na , na , na , na , na , na 
New South Wales,1,Total industry,Total industry,Supply,Wastewater (a),ML, na , na , na , na , na , na , na , na 
New South Wales,1,Households (e),HH,Supply,Wastewater (a),ML, na , na , na , na , na , na , na , na 
New South Wales,1,Environment,Environment,Supply,Wastewater (a),ML, na , na , na , na , na , na , na , na 
New South Wales,1,Total,Total,Supply,Wastewater (a),ML,"817,616.00","797,235.00","807,348.00","664,435.00","746,220.00","755,074.00","817,022.00","969,287.00"
New South Wales,1,"Agriculture, forestry and fishing (d)",A,Supply,Reuse,ML, - , - , - , - , - , - , - , - 
New South Wales,1,Mining,B,Supply,Reuse,ML, np , np , np ,"3,638.82","3,378.36","3,369.65","2,897.71", np 
New South Wales,1,Manufacturing,C,Supply,Reuse,ML,"1,912.84","1,877.75","1,938.38","1,921.35","1,792.53","1,775.47","1,819.31", np 
New South Wales,1,Electricity and gas supply,D,Supply,Reuse,ML, np , np , np ,146.6179,120.866,170.7002,133.9871,47.7483
New South Wales,1,"Water supply, sewerage and drainage services",D,Supply,Reuse,ML,"63,579.00","63,355.00","60,405.70","70,229.99","69,417.00","69,677.00","61,684.00","60,227.00"
New South Wales,1,"Waste collection, treatment and disposal services",D,Supply,Reuse,ML,1.3165, np , np ,1.2995,1.334,1.3643,1.2785,1.2658
New South Wales,1,"Total Electricity, gas, water and waste services",D,Supply,Reuse,ML, np , np , np ,"70,377.91","69,539.20","69,849.06","61,819.27","60,276.01"
New South Wales,1,Other industries,E -S,Supply,Reuse,ML, na , na , na , na , na , na , na , na 
New South Wales,1,Total industry,Total industry,Supply,Reuse,ML,"68,716.74","68,269.23","65,622.27","75,938.08","74,710.09","74,994.18","66,536.29","64,668.99"
New South Wales,1,Households (e),HH,Supply,Reuse,ML, - , - , - , - , - , - , - , - 
New South Wales,1,Environment,Environment,Supply,Reuse,ML, - , - , - , - , - , - , - , - 
New South Wales,1,Total,Total,Supply,Reuse,ML,"68,716.74","68,269.23","65,622.27","75,938.08","74,710.09","74,994.18","66,536.29","64,668.99"
New South Wales,1,"Agriculture, forestry and fishing (d)",A,Supply,Return flows (b),ML, na , na , na , na , na , na , na , na 
New South Wales,1,Mining,B,Supply,Return flows (b),ML, np , np , np ,"45,162.38","40,257.77","40,751.72","42,200.87", np 
New South Wales,1,Manufacturing,C,Supply,Return flows (b),ML, np , np , np ,"20,662.74","19,838.60","20,855.49","22,333.85", np 
New South Wales,1,Electricity and gas supply,D,Supply,Return flows (b),ML,"9,817,629.96","10,358,191.63","11,129,805.49","9,883,132.50","7,539,469.64","6,412,078.26","9,371,709.74","10,455,474.21"
New South Wales,1,"Water supply, sewerage and drainage services",D,Supply,Return flows (b),ML,"731,302.00","712,112.00","751,513.90","600,448.01","657,280.00","652,042.00","750,195.00","873,308.00"
New South Wales,1,"Waste collection, treatment and disposal services",D,Supply,Return flows (b),ML,29.1041,29.4241,29.121,28.7281,29.491,30.1612,28.2636,27.9824
New South Wales,1,"Total Electricity, gas, water and waste services",D,Supply,Return flows (b),ML,"10,548,961.06","11,070,333.05","11,881,348.51","10,483,609.23","8,196,779.13","7,064,150.42","10,121,933.00","11,328,810.19"
New South Wales,1,Other industries,E -S,Supply,Return flows (b),ML, na , na , na , na , na , na , na , na 
New South Wales,1,Total industry,Total industry,Supply,Return flows (b),ML,"10,610,321.35","11,133,557.12","11,948,233.25","10,549,434.35","8,256,875.51","7,125,757.64","10,186,467.72","11,390,989.80"
New South Wales,1,Households (e),HH,Supply,Return flows (b),ML, - , - , - , - , - , - , - , - 
New South Wales,1,Environment,Environment,Supply,Return flows (b),ML, - , - , - , - , - , - , - , - 
New South Wales,1,Total,Total,Supply,Return flows (b),ML,"10,610,321.35","11,133,557.12","11,948,233.25","10,549,434.35","8,256,875.51","7,125,757.64","10,186,467.72","11,390,989.80"
New South Wales,1,"Agriculture, forestry and fishing (d)",A,Use,Surface water,ML,"293,368.81","261,395.96","453,938.90","336,838.85","170,691.52","67,121.11","176,474.00","288,987.73"
New South Wales,1,Mining,B,Use,Surface water,ML,"61,603.13","58,027.14","77,191.29","72,696.87","67,736.08","67,583.93","73,133.22","79,216.74"
New South Wales,1,Manufacturing,C,Use,Surface water,ML,"25,244.21","25,556.62","33,557.53","34,983.83","34,205.49","32,870.09","39,788.75","34,642.09"
New South Wales,1,Electricity and gas supply,D,Use,Surface water,ML,"9,824,006.90","10,361,443.64","11,129,946.81", np , np , np , np ,"10,455,437.00"
New South Wales,1,"Water supply, sewerage and drainage services",D,Use,Surface water,ML,"4,890,170.06","3,730,353.01","5,206,825.28","5,410,616.38","3,549,508.25", np ,"4,423,401.00","4,822,088.70"
New South Wales,1,"Waste collection, treatment and disposal services",D,Use,Surface water,ML,102.5858,148.1514,48.8926, np , np , np , np ,37.3859
New South Wales,1,"Total Electricity, gas, water and waste services",D,Use,Surface water,ML,"14,714,279.54","14,091,944.81","16,336,820.99","15,301,587.90","11,096,836.75","8,631,619.22","13,803,262.27","15,277,563.09"
New South Wales,1,Other industries,E -S,Use,Surface water,ML,"39,237.63","36,215.10","44,379.71","47,730.32","43,710.41","42,505.83","50,782.11","53,780.52"
New South Wales,1,Total industry,Total industry,Use,Surface water,ML,"15,133,733.31","14,473,139.62","16,945,888.42","15,793,837.77","11,413,180.25","8,841,700.18","14,143,440.35","15,734,190.16"
New South Wales,1,Households (e),HH,Use,Surface water,ML, na , na , na , na , na , na , na , na 
New South Wales,1,Environment,Environment,Use,Surface water,ML, - , - , - , - , - , - , - , - 
New South Wales,1,Total,Total,Use,Surface water,ML,"15,133,733.31","14,473,139.62","16,945,888.42","15,793,837.77","11,413,180.25","8,841,700.18","14,143,440.35","15,734,190.16"
New South Wales,1,"Agriculture, forestry and fishing (d)",A,Use,Groundwater,ML,"579,035.38","622,260.94","453,235.52","629,497.47","763,819.63","624,226.27","471,598.44","369,560.64"
New South Wales,1,Mining,B,Use,Groundwater,ML,"54,642.56","58,146.94","49,446.02","56,218.54","49,625.86","49,956.13","47,522.68","38,126.30"
New South Wales,1,Manufacturing,C,Use,Groundwater,ML,"20,293.16","20,424.13","13,883.39","12,137.07","12,745.35","14,015.66","13,165.42","13,195.54"
New South Wales,1,Electricity and gas supply,D,Use,Groundwater,ML,8.0536,7.5579,3.2704, np , np , np , np , np 
New South Wales,1,"Water supply, sewerage and drainage services",D,Use,Groundwater,ML,"56,304.00","61,852.00","58,594.49","61,284.97", np , np ,"57,408.00","51,073.00"
New South Wales,1,"Waste collection, treatment and disposal services",D,Use,Groundwater,ML, np , np , np , np , np , np , np , np 
New South Wales,1,"Total Electricity, gas, water and waste services",D,Use,Groundwater,ML, np , np , np ,"61,311.00","62,309.95","80,804.80","57,441.45","51,104.61"
New South Wales,1,Other industries,E -S,Use,Groundwater,ML, np , np , np ,"12,186.64","11,160.27","10,852.71","12,965.83","13,731.39"
New South Wales,1,Total industry,Total industry,Use,Groundwater,ML,"720,367.12","771,950.92","586,501.50","771,350.72","899,661.07","779,855.57","602,693.81","485,718.48"
New South Wales,1,Households (e),HH,Use,Groundwater,ML, na , na , na , na , na , na , na , na 
New South Wales,1,Environment,Environment,Use,Groundwater,ML, - , - , - , - , - , - , - , - 
New South Wales,1,Total,Total,Use,Groundwater,ML,"720,367.12","771,950.92","586,501.50","771,350.72","899,661.07","779,855.57","602,693.81","485,718.48"
New South Wales,1,"Agriculture, forestry and fishing (d)",A,Use,Sea water for desalination,ML, - , - , - , - , - , - , - , - 
New South Wales,1,Mining,B,Use,Sea water for desalination,ML,56.7915,64.0266, - , - , - , - , - , - 
New South Wales,1,Manufacturing,C,Use,Sea water for desalination,ML, - , - , - , - , - , - , - , - 
New South Wales,1,Electricity and gas supply,D,Use,Sea water for desalination,ML, - , - , - , - , - , - , - , - 
New South Wales,1,"Water supply, sewerage and drainage services",D,Use,Sea water for desalination,ML, - , - , - , - , np , np , np , np 
New South Wales,1,"Waste collection, treatment and disposal services",D,Use,Sea water for desalination,ML, - , - , - , - , np , np , np , np 
New South Wales,1,"Total Electricity, gas, water and waste services",D,Use,Sea water for desalination,ML, - , - , - , - ,"7,792.00","71,170.00","19,656.00","22,308.00"
New South Wales,1,Other industries,E -S,Use,Sea water for desalination,ML, - , - , - , - , - , - , - , - 
New South Wales,1,Total industry,Total industry,Use,Sea water for desalination,ML,56.7915,64.0266, - , - ,"7,792.00","71,170.00","19,656.00","22,308.00"
New South Wales,1,Households (e),HH,Use,Sea water for desalination,ML, na , na , na , na , na , na , na , na 
New South Wales,1,Environment,Environment,Use,Sea water for desalination,ML, - , - , - , - , - , - , - , - 
New South Wales,1,Total,Total,Use,Sea water for desalination,ML,56.7915,64.0266, - , - ,"7,792.00","71,170.00","19,656.00","22,308.00"
New South Wales,1,"Agriculture, forestry and fishing (d)",A,Use,Self-extracted,ML,"872,404.18","883,656.89","907,174.42","966,336.32","934,511.15","691,347.38","648,072.44","658,548.37"
New South Wales,1,Mining,B,Use,Self-extracted,ML,"116,302.48","116,238.10","126,637.32","128,915.40","117,361.94","117,540.06","120,655.90","117,343.04"
New South Wales,1,Manufacturing,C,Use,Self-extracted,ML,"45,537.36","45,980.75","47,440.92","47,120.90","46,950.84","46,885.75","52,954.17","47,837.63"
New South Wales,1,Electricity and gas supply,D,Use,Self-extracted,ML,"9,824,014.95","10,361,451.20","11,129,950.08", np , np , np , np , np 
New South Wales,1,"Water supply, sewerage and drainage services",D,Use,Self-extracted,ML,"4,946,474.06","3,792,205.01","5,265,419.77","5,471,901.35","3,619,600.25", np , np , np 
New South Wales,1,"Waste collection, treatment and disposal services",D,Use,Self-extracted,ML, np , np , np , np , np ,228.1432,100.8136,66.0945
New South Wales,1,"Total Electricity, gas, water and waste services",D,Use,Self-extracted,ML, np , np , np ,"15,362,898.90","11,166,938.71","8,783,594.02","13,880,359.71","15,350,975.70"
New South Wales,1,Other industries,E -S,Use,Self-extracted,ML, np , np , np ,"59,916.96","54,870.68","53,358.54","63,747.94","67,511.91"
New South Wales,1,Total industry,Total industry,Use,Self-extracted,ML,"15,854,157.22","15,245,154.56","17,532,389.92","16,565,188.48","12,320,633.32","9,692,725.75","14,765,790.16","16,242,216.64"
New South Wales,1,Households (e),HH,Use,Self-extracted,ML, na , na , na , na , na , na , na , na 
New South Wales,1,Environment,Environment,Use,Self-extracted,ML,-,-,-,-,-,-,-,-
New South Wales,1,Total,Total,Use,Self-extracted,ML,"15,854,157.22","15,245,154.56","17,532,389.92","16,565,188.48","12,320,633.32","9,692,725.75","14,765,790.16","16,242,216.64"
New South Wales,1,"Agriculture, forestry and fishing (d)",A,Use,Distributed,ML,"3,103,014.90","2,188,584.31","3,587,929.51","3,859,146.34","2,025,581.67","854,663.41","2,847,821.22","3,227,486.20"
New South Wales,1,Mining,B,Use,Distributed,ML,"50,231.90", np , np ,"56,261.70","56,182.40","55,008.00","28,095.00","18,422.00"
New South Wales,1,Manufacturing,C,Use,Distributed,ML,"59,838.30","60,971.60","67,105.35","64,508.91","57,796.66","61,702.00","55,119.00","53,996.00"
New South Wales,1,Electricity and gas supply,D,Use,Distributed,ML,"51,993.00","30,290.00", np ,"44,945.00","31,789.00","67,025.00","68,546.00","16,775.00"
New South Wales,1,"Water supply, sewerage and drainage services",D,Use,Distributed,ML,"965,027.00","761,401.00","735,076.56","628,463.25","670,462.41","577,534.91","721,252.00","800,600.00"
New South Wales,1,"Waste collection, treatment and disposal services",D,Use,Distributed,ML,"2,748.67","2,637.19","2,670.09","2,710.37","2,988.62","3,024.57","2,625.66","2,518.38"
New South Wales,1,"Total Electricity, gas, water and waste services",D,Use,Distributed,ML,"1,019,768.67","794,328.19", np ,"676,118.61","705,240.03","647,584.48","792,423.66","819,893.38"
New South Wales,1,Other industries,E -S,Use,Distributed,ML,"188,067.18", np , np ,"227,919.20","208,692.47","203,703.02","241,557.61","254,216.53"
New South Wales,1,Total industry,Total industry,Use,Distributed,ML,"4,420,920.94","3,257,303.61","4,714,603.20","4,883,954.76","3,053,493.23","1,822,660.90","3,965,016.49","4,374,014.11"
New South Wales,1,Households (e),HH,Use,Distributed,ML,"532,390.98","540,682.43","557,787.24","595,049.56","572,567.56","547,830.47","541,676.09","525,629.96"
New South Wales,1,Environment,Environment,Use,Distributed,ML, - , - , - , - , - , - , - , - 
New South Wales,1,Total,Total,Use,Distributed,ML,"4,953,311.92","3,797,986.04","5,272,390.44","5,479,004.32","3,626,060.79","2,370,491.37","4,506,692.58","4,899,644.07"
New South Wales,1,"Agriculture, forestry and fishing (d)",A,Use,Wastewater (c),ML, na , na , na , na , na , na , na , na 
New South Wales,1,Mining,B,Use,Wastewater (c),ML, na , na , na , na , na , na , na , na 
New South Wales,1,Manufacturing,C,Use,Wastewater (c),ML, na , na , na , na , na , na , na , na 
New South Wales,1,Electricity and gas supply,D,Use,Wastewater (c),ML, na , na , na , na , na , na , na , na 
New South Wales,1,"Water supply, sewerage and drainage services",D,Use,Wastewater (c),ML,"817,616.00","797,235.00","807,348.00","664,435.00","746,220.00","755,074.00","817,022.00","969,287.00"
New South Wales,1,"Waste collection, treatment and disposal services",D,Use,Wastewater (c),ML, na , na , na , na , na , na , na , na 
New South Wales,1,"Total Electricity, gas, water and waste services",D,Use,Wastewater (c),ML,"817,616.00","797,235.00","807,348.00","664,435.00","746,220.00","755,074.00","817,022.00","969,287.00"
New South Wales,1,Other industries,E -S,Use,Wastewater (c),ML, na , na , na , na , na , na , na , na 
New South Wales,1,Total industry,Total industry,Use,Wastewater (c),ML,"817,616.00","797,235.00","807,348.00","664,435.00","746,220.00","755,074.00","817,022.00","969,287.00"
New South Wales,1,Households (e),HH,Use,Wastewater (c),ML, na , na , na , na , na , na , na , na 
New South Wales,1,Environment,Environment,Use,Wastewater (c),ML, na , na , na , na , na , na , na , na 
New South Wales,1,Total,Total,Use,Wastewater (c),ML,"817,616.00","797,235.00","807,348.00","664,435.00","746,220.00","755,074.00","817,022.00","969,287.00"
New South Wales,1,"Agriculture, forestry and fishing (d)",A,Use,Reuse,ML,"19,869.00","18,558.00","22,679.95","29,516.53","22,601.00","21,178.00","15,393.00","14,998.00"
New South Wales,1,Mining,B,Use,Reuse,ML, - , - , - , - , - , - , - , - 
New South Wales,1,Manufacturing,C,Use,Reuse,ML,"10,391.00","11,107.00","6,919.00","4,305.00","6,484.00","7,271.00","10,061.00", np 
New South Wales,1,Electricity and gas supply,D,Use,Reuse,ML, - , - , np , np ,"1,153.00","1,246.00","1,081.00",846
New South Wales,1,"Water supply, sewerage and drainage services",D,Use,Reuse,ML,"18,173.00","17,635.00","17,554.73","22,940.99","21,241.00","21,558.00","20,707.00", np 
New South Wales,1,"Waste collection, treatment and disposal services",D,Use,Reuse,ML, np , np , np , np ,322.3755,373.002,236.2967, np 
New South Wales,1,"Total Electricity, gas, water and waste services",D,Use,Reuse,ML, np , np ,"18,746.22","24,021.12","22,716.38","23,177.00","22,024.30","23,413.62"
New South Wales,1,Other industries,E -S,Use,Reuse,ML, np , np ,"14,895.13","14,932.44","19,933.71","20,164.18","16,166.99", np 
New South Wales,1,Total industry,Total industry,Use,Reuse,ML,"66,578.74","65,715.23","63,240.30","72,775.08","71,735.09","71,790.18","63,645.29","61,916.99"
New South Wales,1,Households (e),HH,Use,Reuse,ML,"2,138.00","2,554.00","2,381.97","3,163.00","2,975.00","3,204.00","2,891.00","2,752.00"
New South Wales,1,Environment,Environment,Use,Reuse,ML, - , - , - , - , - , - , - , - 
New South Wales,1,Total,Total,Use,Reuse,ML,"68,716.74","68,269.23","65,622.27","75,938.08","74,710.09","74,994.18","66,536.29","64,668.99"
New South Wales,1,"Agriculture, forestry and fishing (d)",A,Use,Return flows (b),ML, - , - , - , - , - , - , - , - 
New South Wales,1,Mining,B,Use,Return flows (b),ML, - , - , - , - , - , - , - , - 
New South Wales,1,Manufacturing,C,Use,Return flows (b),ML, - , - , - , - , - , - , - , - 
New South Wales,1,Electricity and gas supply,D,Use,Return flows (b),ML, - , - , - , - , - , - , - , - 
New South Wales,1,"Water supply, sewerage and drainage services",D,Use,Return flows (b),ML, - , - , - , - , - , - , - , - 
New South Wales,1,"Waste collection, treatment and disposal services",D,Use,Return flows (b),ML, - , - , - , - , - , - , - , - 
New South Wales,1,"Total Electricity, gas, water and waste services",D,Use,Return flows (b),ML, - , - , - , - , - , - , - , - 
New South Wales,1,Other industries,E -S,Use,Return flows (b),ML, - , - , - , - , - , - , - , - 
New South Wales,1,Total industry,Total industry,Use,Return flows (b),ML, - , - , - , - , - , - , - , - 
New South Wales,1,Households (e),HH,Use,Return flows (b),ML, - , - , - , - , - , - , - , - 
New South Wales,1,Environment,Environment,Use,Return flows (b),ML,"10,610,321.35","11,133,557.12","11,948,233.25","10,549,434.35","8,256,875.51","7,125,757.64","10,186,467.72","11,390,989.80"
New South Wales,1,Total,Total,Use,Return flows (b),ML,"10,610,321.35","11,133,557.12","11,948,233.25","10,549,434.35","8,256,875.51","7,125,757.64","10,186,467.72","11,390,989.80"
Victoria,2,"Agriculture, forestry and fishing (d)",A,Supply,Self-extracted,ML, - , - , - , - , - , - , - , - 
Victoria,2,Mining,B,Supply,Self-extracted,ML, - , - , - , - , - , - , - , - 
Victoria,2,Manufacturing,C,Supply,Self-extracted,ML, - , - , - , - , - , - , - , - 
Victoria,2,Electricity and gas supply,D,Supply,Self-extracted,ML, - , - , - , - , - , - , - , - 
Victoria,2,"Water supply, sewerage and drainage services",D,Supply,Self-extracted,ML, - , - , - , - , - , - , - , - 
Victoria,2,"Waste collection, treatment and disposal services",D,Supply,Self-extracted,ML, - , - , - , - , - , - , - , - 
Victoria,2,"Total Electricity, gas, water and waste services",D,Supply,Self-extracted,ML, - , - , - , - , - , - , - , - 
Victoria,2,Other industries,E -S,Supply,Self-extracted,ML, - , - , - , - , - , - , - , - 
Victoria,2,Total industry,Total industry,Supply,Self-extracted,ML, - , - , - , - , - , - , - , - 
Victoria,2,Households (e),HH,Supply,Self-extracted,ML, - , - , - , - , - , - , - , - 
Victoria,2,Environment,Environment,Supply,Self-extracted,ML,"8,622,386.26","8,464,003.15","8,025,021.89","8,442,856.36","8,343,911.77","7,599,563.53","7,761,900.11","7,777,749.05"
Victoria,2,Total,Total,Supply,Self-extracted,ML,"8,622,386.26","8,464,003.15","8,025,021.89","8,442,856.36","8,343,911.77","7,599,563.53","7,761,900.11","7,777,749.05"
Victoria,2,"Agriculture, forestry and fishing (d)",A,Supply,Distributed,ML, - , - , - , - , - , - , - , - 
Victoria,2,Mining,B,Supply,Distributed,ML,98.772, np , np ,122.977,112.4577,109.51,96.2383,81.7598
Victoria,2,Manufacturing,C,Supply,Distributed,ML, np , np , np ,275.2465,256.8438,241.3199,242.2472,280.2513
Victoria,2,Electricity and gas supply,D,Supply,Distributed,ML, np ,"3,763.81","2,945.20","2,635.77","2,635.67","3,193.80","4,674.86","4,527.92"
